Mw,Repi,dip,mech,depth,vs30,sdrop,ev_nation_code,stn,u,v,w,psa_01_u,psa_04_u,psa_07_u,psa_100_u,psa_01_v,psa_04_v,psa_07_v,psa_100_v,psa_50_v,psa_50_u,psa_1_v,psa_1_u,psa_2_v,psa_2_u
4.5,87.6,50,NF,9.8,780.723564,27.350797871626764,IT,ATVO,0.562246,-0.4802770000000001,-0.311797,0.480714,0.505337,0.693966,0.76573,0.312082,0.34012800000000004,0.634616,0.705275,0.54127,0.7164659999999999,0.196461,0.347087,0.096558,0.16351400000000002
4.8,50.5,50,NF,8.3,929.25549,29.158689414422522,IT,GNU,3.3552489999999997,2.032577,0.98013,2.03261,2.37292,4.36376,6.14619,0.985877,1.2452299999999998,1.7937299999999998,3.44553,0.795737,3.1699900000000003,0.44743599999999994,0.398515,0.13209,0.150285
4.5,82.3,50,NF,9.7,1044.714697,27.350797871626764,IT,CSO1,-0.6918,0.566479,-0.409696,0.5665020000000001,0.58723,0.640772,0.799135,0.409747,0.419843,0.5407770000000001,0.569086,1.40062,1.37347,0.2386260000000001,0.894666,0.07702200000000001,0.11318199999999999
4.8,136.5,50,NF,5.0,1586.310879,29.158689414422522,IT,STET,-1.192672,1.227675,-0.900575,1.22769,1.31021,1.6885599999999998,2.2799,0.900582,0.973072,1.18208,2.13712,0.571105,1.114,0.330482,0.451708,0.05832200000000001,0.08295
4.8,101.1,50,NF,17.1,499.94564800000006,29.158689414422522,IT,SACR,0.376042,0.40278400000000003,-0.200625,0.402838,0.40591,0.413759,0.432932,0.200651,0.201812,0.207824,0.214905,0.379094,0.6649649999999999,0.5757939999999999,0.546475,0.19481400000000001,0.279194
4.5,107.2,50,TF,5.37,461.898558,27.350797871626764,IT,VLC,0.09084199999999999,0.07295,-0.07242699999999999,0.073013,0.077136,0.085061,0.092302,0.072443,0.074943,0.080325,0.103034,0.21462699999999998,0.191618,0.11363800000000004,0.097484,0.033059,0.049756
4.5,144.4,50,NF,6.1,278.363808,27.350797871626764,IT,LEOD,-0.224723,0.26097800000000004,0.107342,0.260986,0.267625,0.27678600000000003,0.298772,0.107411,0.17557,0.350109,0.157396,0.26411999999999997,0.4772270000000001,0.283109,0.694133,0.123503,0.335117
4.9,100.8,50,TF,7.9,518.4140940000002,29.78749620333088,IT,MURB,1.724868,1.436332,0.477788,1.43815,1.47203,1.56174,1.69168,0.479072,0.510586,0.552812,0.704004,0.75288,1.7731,0.375514,0.817014,0.155191,0.222487
4.7,146.7,50,NF,3.8,494.360897,28.543156583656806,IT,VOLT,-0.173525,-0.169681,-0.054962000000000004,0.169684,0.170003,0.181319,0.210248,0.055463,0.065831,0.142215,0.077502,0.116948,0.183054,0.127423,0.274948,0.036324,0.109545
4.5,109.4,50,NF,9.9,363.572963,27.350797871626764,IT,SULA,-0.8255299999999999,-1.0439,-0.690208,1.04512,1.06396,1.15823,1.20604,0.690209,0.696386,0.70798,0.807208,2.1272599999999997,3.38118,1.2527,1.52813,0.24568600000000002,0.504634
4.6,109.2,50,TF,31.2,716.726413,27.94061750101081,IT,STN,-1.97325,1.247731,0.9207790000000001,1.25021,1.32774,1.58005,2.1177,0.922963,1.00017,1.3973799999999998,1.87025,1.2606,1.94616,0.446297,0.5903689999999999,0.046856999999999996,0.148593
4.8,112.8,50,NF,17.1,935.936508,29.158689414422522,IT,PAOL,-0.173238,-0.16296300000000002,0.091718,0.162991,0.169623,0.180447,0.2356260000000001,0.091862,0.099229,0.103598,0.147171,0.24732600000000002,0.514662,0.13055799999999998,0.21372,0.054376,0.067955
4.5,136.6,50,NF,9.8,889.599638,27.350797871626764,IT,SNM,-0.19700499999999999,0.17866700000000002,-0.118022,0.178886,0.195031,0.192325,0.234166,0.118046,0.234441,0.132449,0.158754,0.36239,0.388842,0.28463,0.45467799999999997,0.185076,0.223149
4.8,129.6,50,NF,17.1,311.961066,29.158689414422522,IT,MELA,0.33495199999999997,0.356074,-0.20017000000000001,0.35635700000000003,0.362108,0.381526,0.481567,0.201031,0.214772,0.358484,0.380266,0.6593859999999999,1.0754,0.251,0.42179399999999995,0.135452,0.168562
4.8,133.2,50,TF,2.4,888.016904,29.158689414422522,IT,BGN,0.443371,0.669379,-0.37822,0.6698770000000001,0.6825399999999999,0.705508,0.969711,0.379407,0.39558,0.398143,0.548886,0.6801470000000001,1.3770799999999999,0.41695699999999997,0.284914,0.158079,0.1438
4.9,102.7,50,TF,8.66,778.344775,29.78749620333088,IT,MOG,-2.1896560000000003,-1.44328,-0.7283890000000001,1.44711,1.49592,1.7046400000000002,2.37094,0.730054,0.772138,0.81879,1.12311,1.0756,2.52316,0.338461,0.707321,0.15089,0.30048800000000003
4.5,108.9,50,NF,9.9,365.382047,27.350797871626764,IT,SULP,1.1342370000000002,-1.199517,-0.7480859999999999,1.20021,1.21786,1.37299,1.7651400000000002,0.748181,0.76223,0.794864,1.04694,1.67176,5.00291,0.581495,3.12722,0.183093,0.267547
4.5,105.3,50,NF,9.7,744.53735,27.350797871626764,IT,CAFI,0.158343,0.164884,0.12708,0.16514600000000002,0.171573,0.235981,0.356389,0.127155,0.13226400000000002,0.17386300000000002,0.260794,0.405121,0.397555,0.10931800000000001,0.267257,0.047613,0.076102
4.7,153.3,50,SS,10.0,499.81614,28.543156583656806,IT,MRSN,0.12673399999999999,-0.133633,-0.06538300000000001,0.133785,0.13908900000000002,0.152893,0.178154,0.065589,0.07245599999999999,0.09026,0.134783,0.10333900000000001,0.331715,0.12281800000000001,0.130363,0.039679,0.062763
4.9,199.3,50,TF,8.66,495.890951,29.78749620333088,IT,STSP,-0.391679,0.26626,-0.188608,0.26649,0.276745,0.325593,0.544622,0.188743,0.20128,0.24143,0.303151,0.26011799999999996,0.47610600000000003,0.236967,0.227271,0.08769500000000001,0.069765
4.5,181.9,50,NF,6.1,494.494954,27.350797871626764,IT,MERA,-0.439921,0.439327,0.132859,0.439424,0.450229,0.482929,0.633147,0.133052,0.143001,0.156382,0.265547,0.18279700000000002,1.7708599999999999,0.144319,0.22346999999999997,0.032641,0.072746
4.9,199.0,50,TF,7.9,470.162097,29.78749620333088,IT,POFI,0.121243,-0.115596,0.116094,0.115678,0.116812,0.119747,0.12598800000000002,0.1161,0.11681099999999996,0.11806300000000006,0.118894,0.204124,0.342383,0.20661,0.21885500000000002,0.199715,0.17064000000000001
4.7,155.4,50,NF,8.1,470.162097,28.543156583656806,IT,POFI,-0.151877,0.13152,0.11261700000000001,0.131546,0.132591,0.134694,0.139208,0.112633,0.113429,0.118407,0.123615,0.243229,0.5054270000000001,0.230679,0.422742,0.117146,0.10591500000000001
4.7,161.6,50,SS,37.8,493.239241,28.543156583656806,IT,ORC,0.125175,-0.11493900000000001,-0.080587,0.114947,0.120974,0.15621300000000002,0.205915,0.08076799999999999,0.100999,0.199004,0.208484,0.138737,0.27712,0.054321,0.229346,0.012123,0.044385
4.8,163.9,50,SS,8.154,1586.310879,29.158689414422522,IT,STET,-0.41079099999999996,0.462692,0.308273,0.464379,0.494944,0.5610539999999999,0.733191,0.30885100000000004,0.343187,0.449482,0.574396,0.5185569999999999,0.986786,0.5262899999999999,0.483842,0.11361700000000001,0.107794
4.8,194.7,50,NF,17.1,683.855867,29.158689414422522,IT,MSAG,0.11817000000000001,-0.281198,-0.084243,0.281411,0.285736,0.292574,0.31755700000000003,0.08425099999999999,0.08545900000000001,0.091327,0.100352,0.25349499999999997,0.8691530000000001,0.174131,0.364088,0.083137,0.081712
4.8,167.2,50,TF,2.4,795.785762,29.158689414422522,IT,BRA,-0.657337,0.75529,0.36456700000000003,0.757263,0.867993,1.6101,2.37326,0.371853,0.498766,1.07349,0.862237,0.407041,0.603298,0.223512,0.180344,0.069342,0.046833
4.9,157.4,50,TF,7.9,1001.609884,29.78749620333088,IT,SFI,-0.075709,0.08437599999999999,-0.054946,0.084521,0.085768,0.087513,0.097201,0.054978,0.057264,0.063859,0.073624,0.2047,0.207107,0.11201400000000004,0.147628,0.074266,0.094338
4.9,161.0,50,TF,7.9,913.868879,29.78749620333088,IT,MMP1,-0.34141,0.294203,0.227962,0.294265,0.29885500000000004,0.31814000000000003,0.351868,0.228098,0.233245,0.248671,0.284472,0.5240090000000001,0.546829,0.17312,0.381779,0.10538,0.150045
4.5,154.5,50,NF,9.7,1001.609884,27.350797871626764,IT,SFI,-0.047303,-0.042925,-0.047006,0.042931,0.044466000000000006,0.052318,0.058242,0.047014,0.048129000000000005,0.049955,0.059996,0.096092,0.125217,0.093342,0.087725,0.025022,0.04154
4.8,173.2,50,TF,24.5,600.1599480000001,29.158689414422522,IT,GUMA,0.743075,0.582043,-0.315929,0.5827260000000001,0.584658,0.616738,0.73206,0.316085,0.32660900000000004,0.43244,0.397314,0.885912,1.7397799999999999,0.46396400000000004,0.761121,0.11856900000000001,0.170232
4.8,161.2,50,SS,19.8,372.542497,29.158689414422522,IT,CNCS,-0.972209,-1.192974,-0.258535,1.19327,1.20934,1.2572299999999998,1.35544,0.259199,0.266264,0.516964,0.401877,0.7672640000000001,1.8246799999999999,0.192407,1.20281,0.048576,0.170587
4.7,160.0,50,NF,8.1,318.281073,28.543156583656806,IT,BRSN,-0.229699,-0.262552,-0.094891,0.262672,0.269604,0.260355,0.26805,0.094917,0.097977,0.09739,0.138041,0.1614,0.815148,0.299021,0.633314,0.204839,0.34737199999999996
4.5,209.9,50,TF,5.37,495.890951,27.350797871626764,IT,STSP,-0.215716,0.170532,0.096928,0.170533,0.178599,0.206595,0.411639,0.097017,0.107443,0.122444,0.17685499999999998,0.198099,0.375671,0.069115,0.07975299999999999,0.024564,0.017905
4.5,204.0,50,NF,9.7,568.198291,27.350797871626764,IT,PIGN,0.017573,-0.017836,-0.013224000000000001,0.017841,0.018079,0.018904,0.020135,0.013225,0.013367,0.013845,0.014409,0.02706,0.046053,0.038013,0.06045900000000001,0.020487000000000002,0.023641
4.9,217.8,50,TF,8.68,518.4140940000002,29.78749620333088,IT,MURB,0.26259099999999996,0.271192,0.124267,0.272622,0.281877,0.283798,0.299105,0.12443,0.129469,0.133735,0.136116,0.20409000000000002,0.5218020000000001,0.429396,0.440553,0.245102,0.234764
4.5,200.1,50,SS,20.5,437.832447,27.350797871626764,IT,SZER,0.105652,-0.08912,0.080238,0.090684,0.139519,0.122476,0.148637,0.080419,0.15861199999999998,0.120585,0.13351,0.045103,0.060326,0.027349000000000002,0.025396000000000002,0.014112000000000001,0.007605
4.9,209.7,50,TF,7.9,863.748515,29.78749620333088,IT,ATI,-0.116756,-0.171905,-0.080468,0.171932,0.173721,0.176226,0.183437,0.080471,0.081191,0.08130599999999999,0.08277999999999999,0.218129,0.458953,0.14364000000000002,0.262362,0.153479,0.271029
4.5,214.7,50,TF,5.37,627.588535,27.350797871626764,IT,CESC,-0.4551520000000001,-0.18839,-0.301134,0.188917,0.204345,0.277047,0.363141,0.301279,0.316143,0.35496500000000003,0.5204310000000001,0.580655,0.22159600000000002,0.121452,0.035162,0.0206,0.013356999999999999
4.9,213.4,50,TF,8.68,588.17473,29.78749620333088,IT,COR1,-0.427237,-0.467483,0.239477,0.467849,0.476563,0.5334180000000001,0.502634,0.239641,0.245655,0.243643,0.248432,0.5649390000000001,0.8681909999999999,0.51712,1.38715,0.32563600000000004,0.513432
4.9,248.1,50,TF,7.9,499.94564800000006,29.78749620333088,IT,SACR,-0.103748,0.11232400000000001,0.06407,0.112367,0.112871,0.112905,0.113284,0.06409400000000001,0.06442300000000001,0.06486499999999999,0.065108,0.10885299999999999,0.252305,0.161855,0.276,0.168132,0.242639
4.5,240.7,50,NF,6.1,960.934842,27.350797871626764,IT,VDB,-0.076818,-0.0743,-0.037449,0.07621499999999999,0.30439,0.272032,0.126718,0.037606,0.100078,0.081888,0.110945,0.104475,0.139282,0.059976999999999996,0.065367,0.026513,0.021168
4.9,241.6,50,TF,8.68,603.230104,29.78749620333088,IT,DST2,0.252324,0.210542,0.152943,0.211497,0.228467,0.30542800000000003,0.465063,0.153112,0.171102,0.214085,0.267394,0.23736300000000002,0.443258,0.256904,0.40729099999999996,0.06503400000000001,0.077875
4.9,207.6,50,TF,8.68,511.624758,29.78749620333088,IT,ATLO,-0.096426,0.12016600000000001,0.016243,0.120227,0.12304,0.12974000000000002,0.132177,0.016250999999999998,0.016281999999999998,0.019267,0.019254,0.035156,0.279068,0.045055,0.462793,0.04188,0.17313499999999998
4.9,239.1,50,TF,8.66,334.777632,29.78749620333088,IT,SACS,0.029636000000000006,-0.04417,-0.02213,0.044171,0.044896,0.046472,0.048676,0.022158,0.0227,0.024409,0.028431,0.065009,0.12320199999999999,0.046104,0.077456,0.064358,0.06586499999999999
4.7,205.2,50,NF,3.8,1032.616466,28.543156583656806,IT,BAG8,-0.031764999999999995,0.036129,-0.02665,0.036194,0.041376,0.044087,0.046406,0.026676,0.027986,0.03705,0.033432,0.040383999999999996,0.067679,0.025947,0.054124,0.002944,0.005783
4.8,201.1,50,TF,2.4,588.17473,29.158689414422522,IT,COR1,-0.11698800000000001,-0.11491199999999999,0.063819,0.11544,0.15593900000000002,0.148787,0.17688900000000002,0.063829,0.069092,0.085425,0.069931,0.159914,0.457549,0.135888,0.22048099999999998,0.06223400000000001,0.109819
4.9,211.9,50,TF,7.9,1285.702547,29.78749620333088,IT,MIDA,0.164749,0.225673,-0.084149,0.225756,0.227435,0.2288550000000001,0.232763,0.084235,0.08555900000000001,0.104869,0.14761,0.176939,0.663481,0.169211,0.36896,0.196664,0.263338
4.9,284.5,50,TF,8.68,804.035806,29.78749620333088,IT,SGRA,0.101643,-0.131212,-0.061370000000000015,0.13168,0.140352,0.22663000000000005,0.269039,0.061528999999999986,0.073391,0.08875599999999999,0.095257,0.087917,0.118987,0.053972000000000006,0.099261,0.018709,0.052325
4.5,276.1,50,NF,6.1,557.617529,27.350797871626764,IT,POLC,0.564264,-0.689462,-0.38054499999999997,0.699277,0.665277,0.658017,0.7826380000000001,0.380916,0.378503,0.376451,0.451037,0.8415229999999999,1.93818,0.9107770000000001,1.8106900000000001,0.288945,0.560368
4.9,272.2,50,TF,8.66,897.56078,29.78749620333088,IT,FEMA,0.110141,0.127253,-0.068709,0.12759,0.130195,0.138896,0.157859,0.06872,0.06927799999999999,0.07184600000000001,0.101604,0.166818,0.282037,0.13083499999999998,0.106647,0.046743,0.05561
4.9,292.7,50,TF,7.9,714.424087,29.78749620333088,IT,ASOL,0.150285,0.163275,-0.07179400000000001,0.163748,0.17008199999999998,0.161405,0.196377,0.071916,0.086314,0.120522,0.17916,0.18635,0.381233,0.173551,0.242858,0.140874,0.1941
4.9,298.8,50,TF,7.9,1151.594333,29.78749620333088,IT,FRE8,-0.12657000000000002,-0.084133,0.076035,0.084276,0.086043,0.11449,0.202332,0.076035,0.078273,0.10447,0.160005,0.165252,0.217152,0.224321,0.21592199999999998,0.075353,0.10444500000000001
4.9,276.8,50,TF,8.68,600.1599480000001,29.78749620333088,IT,GUMA,0.38458400000000004,-0.250054,0.129657,0.250558,0.252388,0.25282,0.273453,0.129813,0.187519,0.130831,0.138972,0.36547399999999997,0.815174,0.29986,0.566207,0.093091,0.183811
4.6,256.6,50,TF,31.2,409.075216,27.94061750101081,IT,NOR,0.344558,0.328602,0.188665,0.328611,0.330268,0.334524,0.367768,0.188671,0.191667,0.202731,0.206967,0.590862,0.748807,0.315907,0.940682,0.037193000000000004,0.109681
4.9,284.7,50,TF,8.68,1193.442249,29.78749620333088,IT,BIBA,-0.055174,0.052985000000000004,0.051233,0.053089,0.059933000000000014,0.084988,0.114907,0.051529,0.059961,0.06817100000000001,0.07900800000000001,0.052298000000000004,0.075886,0.032521,0.033013,0.017737,0.016403
4.9,254.7,50,TF,7.9,259.71159900000004,29.78749620333088,IT,MODE,0.105925,-0.087675,0.050894999999999996,0.08777,0.103561,0.094618,0.092713,0.050936,0.117734,0.06599400000000001,0.06311599999999999,0.100247,0.29946100000000003,0.08028099999999999,0.22034499999999999,0.10378599999999999,0.204664
4.9,256.4,50,TF,8.66,583.9982309999998,29.78749620333088,IT,SSM1,0.111784,0.111372,0.064013,0.111667,0.11906300000000004,0.111783,0.143629,0.06409400000000001,0.0972,0.1009,0.088245,0.12479900000000001,0.192874,0.139729,0.142252,0.065693,0.061059
4.9,290.2,50,TF,7.9,374.27909,29.78749620333088,IT,SANR,0.131262,0.141103,-0.049089999999999995,0.14110599999999998,0.142434,0.210595,0.529987,0.04909,0.060503,0.101272,0.15945,0.11171600000000001,0.230079,0.12985,0.340876,0.070838,0.205679
4.9,274.7,50,TF,8.68,540.825379,29.78749620333088,IT,SLTM2,0.079449,0.079277,-0.064123,0.079686,0.08924299999999999,0.193617,0.191656,0.065506,0.112708,0.20604,0.23445,0.13947400000000001,0.159864,0.046069,0.095432,0.017771000000000002,0.020447999999999997
4.9,251.4,50,TF,8.66,483.752015,29.78749620333088,IT,CRM1,0.305508,-0.270125,0.152334,0.270195,0.294648,0.28374,0.313801,0.153873,0.239392,0.15723099999999998,0.16818699999999998,0.424867,0.796534,0.22494699999999998,0.46584899999999996,0.102878,0.10728299999999999
4.9,279.8,50,TF,8.66,824.855804,29.78749620333088,IT,CIMA,0.150127,0.143066,-0.061095000000000003,0.143122,0.144222,0.149694,0.187671,0.061142,0.06757200000000001,0.13033499999999998,0.18314,0.141956,0.384911,0.249543,0.41429099999999996,0.158595,0.263481
4.9,291.9,50,TF,8.68,764.01457,29.78749620333088,IT,CADA,-0.26877,0.18693900000000002,-0.099508,0.187153,0.245936,0.202646,0.201014,0.100065,0.13280899999999998,0.185302,0.219704,0.28862600000000005,0.500447,0.375008,0.4178310000000001,0.163098,0.257696
4.7,328.2,50,U,40.55,550.622786,28.543156583656806,IT,PTT,-0.11537,0.11897200000000001,0.07713500000000001,0.119122,0.122637,0.135932,0.15548299999999998,0.077765,0.096811,0.160399,0.209281,0.17757699999999998,0.230471,0.092193,0.139431,0.01427,0.065296
4.7,304.8,50,U,40.55,374.274573,28.543156583656806,IT,EPOZ,0.10479400000000001,0.154814,-0.064638,0.154859,0.15739,0.213027,0.300779,0.06468,0.06808,0.145349,0.172577,0.096844,0.19048800000000002,0.083013,0.10507899999999999,0.018413,0.032695999999999996
4.7,302.6,50,U,40.55,646.695693,28.543156583656806,IT,EVRN,0.171248,0.244155,0.085509,0.245058,0.263964,0.349029,0.545515,0.085595,0.090512,0.112267,0.179593,0.114292,0.213354,0.041166,0.085086,0.013975999999999999,0.019983
4.7,349.5,50,U,40.55,757.6474820000003,28.543156583656806,IT,IVPL,-0.051389,0.050005,-0.035263,0.050166,0.054504,0.066012,0.085898,0.035338999999999995,0.044864,0.07536,0.081707,0.064408,0.093763,0.017505,0.039983,0.005912,0.013000999999999999
4.9,307.9,50,TF,8.68,1417.320706,29.78749620333088,IT,DIX,-0.029124,-0.025706,-0.019403,0.025744,0.027707,0.034954,0.057831,0.019404,0.021343,0.028457,0.03947,0.030159,0.034674,0.020791,0.023522,0.020943,0.017942
4.9,310.2,50,TF,8.68,544.7042759999998,29.78749620333088,IT,SIEB,-0.060894000000000004,-0.062864,-0.046835,0.062948,0.072359,0.07801699999999999,0.11163900000000004,0.047347,0.091502,0.06089500000000001,0.093401,0.053538,0.080899,0.029441000000000002,0.037663,0.022188999999999997,0.021084000000000002
4.9,317.2,50,TF,8.68,356.084331,29.78749620333088,IT,SIOO,0.117699,0.11509100000000001,-0.249042,0.115293,0.166073,0.26865900000000004,0.18277,0.252818,0.759572,0.4800390000000001,0.193282,0.126371,0.17174,0.14206300000000002,0.144759,0.048389,0.144878
4.9,318.8,50,TF,8.68,599.785338,29.78749620333088,IT,SLUB,-0.031359,0.027673000000000003,-0.024372,0.027789,0.030633,0.045898,0.065082,0.024512,0.029829,0.065705,0.050778,0.049664,0.048589,0.029294,0.05168,0.026728,0.032249
4.9,317.2,50,TF,8.68,356.360405,29.78749620333088,IT,SLUW,0.215286,0.256938,0.4148560000000001,0.256984,0.518917,0.696349,0.589559,0.4181470000000001,0.568109,1.14413,1.37991,0.210846,0.511456,0.088514,0.5961489999999999,0.030601,0.078523
4.9,333.6,50,TF,8.68,846.8505869999997,29.78749620333088,IT,ZUR,-0.034769,-0.040251999999999996,-0.019702,0.040338,0.043706,0.06697,0.08824800000000001,0.019702,0.02314,0.039422000000000006,0.046424,0.033411,0.09157799999999999,0.043437,0.076527,0.032331,0.036295999999999995
4.9,310.9,50,TF,8.68,1130.960205,29.78749620333088,IT,REVF,-1.662202,-1.3018290000000001,-0.681751,1.30221,1.30951,1.3486,1.47272,0.681855,0.689983,0.691344,0.70775,1.35616,3.00789,1.8912099999999998,3.02561,1.39591,1.26654
4.9,327.9,50,TF,8.68,1001.812341,29.78749620333088,IT,TERO,0.06827799999999999,-0.052504999999999996,-0.034078,0.052505,0.053714,0.065888,0.094841,0.034082999999999995,0.037312,0.043598000000000005,0.061046,0.100471,0.156021,0.111704,0.125328,0.062115,0.045638
4.9,300.0,50,TF,8.68,636.6367690000002,29.78749620333088,IT,MENA,-0.169663,0.09789099999999999,-0.08091,0.098005,0.100963,0.112089,0.18643,0.080917,0.086042,0.101682,0.14008900000000002,0.107466,0.16296,0.055840999999999995,0.077206,0.025782,0.052216
4.9,301.1,50,TF,7.9,611.3096429999998,29.78749620333088,IT,T0911,-0.020053,0.026331,0.015267,0.026379000000000003,0.028132,0.028513,0.037012,0.015335,0.017349,0.028231,0.035518,0.024824000000000002,0.036295999999999995,0.022384,0.023765,0.021828999999999998,0.017263
5.1,5.8,50,NF,9.6,336.318806,31.08608283960772,IT,AQV,184.456025,-96.245931,51.131454999999995,96.5216,124.325,305.779,318.069,51.5471,171.81099999999995,127.125,90.8912,11.6386,92.8725,3.95088,11.8479,1.30725,3.13401
5.0,21.4,50,NF,20.4,654.4568780000002,30.42986320313068,IT,BSSO,-9.348737,-9.810801,6.027916,9.81082,9.90248,10.3027,12.1527,6.06058,6.9936,8.32269,9.64673,10.981,27.1556,5.553,19.9685,4.30699,7.625189999999999
5.3,19.2,50,NF,47.81800000000001,769.8599730000003,35.04522882341237,IT,CESM,-13.034364,-18.563207000000002,12.068485,18.578,18.8993,19.5488,23.4077,12.1444,14.2861,15.1435,23.6682,22.2909,53.861999999999995,2.17119,10.2226,1.3728200000000002,2.38803
5.0,17.8,50,SS,29.0,317.992498,30.42986320313068,IT,NVL,-72.924734,61.28493,-22.5363,61.2856,64.5416,77.52199999999998,93.0294,22.7015,39.4886,59.8542,57.2197,4.719530000000002,41.0922,2.57532,36.6043,0.7010529999999999,9.57661
5.4,46.3,50,NF,8.7,929.25549,37.99162763753118,IT,GNU,-17.248444,-13.452801999999998,-5.642437,13.4792,14.4839,23.0904,25.58,5.6626699999999985,6.7282199999999985,7.46886,17.0804,3.6810699999999996,10.9626,2.74048,5.17887,1.13689,1.72602
5.0,18.3,50,NF,5.0,517.975728,30.42986320313068,IT,NOCE,-22.772747,-24.073766,11.783475,24.0971,44.7375,108.785,53.2509,11.9341,25.4728,34.9683,15.944,1.8113700000000001,3.30324,0.538402,1.13824,0.151224,0.18614
5.4,24.7,50,TF,5.0,348.93822,37.99162763753118,IT,SMC1,22.316485999999998,27.467636,13.884101000000001,27.7343,30.8728,35.3283,40.4016,13.8845,16.7106,29.172,23.8011,10.8565,44.2165,4.49857,46.3749,2.2253700000000003,10.5773
5.2,10.1,50,NF,10.47,967.522204,32.32733472234952,IT,CNV0,-85.471561,71.358565,-45.768963,71.8959,85.0016,109.086,172.87900000000005,46.4218,56.3801,151.023,158.543,49.1053,84.8053,25.0319,46.4942,9.23682,13.1682
5.0,16.7,50,NF,9.0,571.090343,30.42986320313068,IT,AMT,-33.903409,21.102088000000002,9.34247,21.1391,21.9772,23.8423,26.7997,9.34274,14.3127,16.8314,14.5344,8.589210000000001,39.7995,6.35311,11.0875,1.7321900000000001,1.9827700000000001
5.0,40.2,50,NF,20.4,574.234087,30.42986320313068,IT,PTF,7.1919580000000005,-9.037158,-6.091658,9.04155,9.42915,9.79858,10.6644,6.09362,6.2535300000000005,6.5342,7.50104,17.0152,16.4499,4.32346,7.689719999999999,4.71106,2.8195799999999998
5.2,49.1,50,NF,9.7,1284.697925,32.32733472234952,IT,MGR,4.546168,4.1010550000000014,2.30537,4.10879,4.27851,5.1302400000000015,7.41334,2.31286,2.54657,2.92522,4.4191400000000005,4.7010000000000005,4.49354,1.9350900000000002,2.08912,0.49663100000000004,0.543043
5.4,39.9,50,NF,8.7,687.908846,37.99162763753118,IT,MNTP,-21.509001,21.124437,-12.576012,21.1953,22.7571,47.3524,81.5965,12.6211,14.657,25.0311,34.8103,16.0596,17.1763,12.3622,15.7937,6.51158,4.95769
5.4,44.6,50,NF,8.7,448.329226,37.99162763753118,IT,T1211,22.247621,20.475343,6.076544,20.5075,21.9317,53.1573,49.1135,6.09524,8.40152,11.6091,18.744,12.102,34.7197,8.640839999999999,13.6629,1.8911799999999999,2.97312
5.1,13.4,50,NF,9.7,773.763258,31.08608283960772,IT,MTR,42.948688,-65.446955,21.34646,65.4788,81.0302,140.447,182.666,21.4221,61.8606,55.5253,38.0884,11.3578,32.7186,5.70185,8.020389999999999,1.4942600000000001,1.71028
5.1,20.5,50,TF,13.3,358.95026,31.08608283960772,IT,MJN,42.333905,-69.636237,25.240059,69.8469,91.4952,138.523,170.563,25.6573,34.5411,38.7315,54.4209,42.5057,31.2117,6.84824,22.6114,2.09421,7.20143
5.0,59.0,50,NF,9.0,480.269959,30.42986320313068,IT,SPC,3.214518,-2.432979,1.9290029999999998,2.44345,2.96935,5.81545,9.37424,1.94355,3.15929,4.45795,10.2998,1.3409200000000001,2.18795,1.2278200000000001,1.8081,0.394014,0.6211979999999999
5.1,62.6,50,TF,9.1,371.815381,31.08608283960772,IT,MNS,3.5156440000000004,-4.519551,-1.688184,4.53814,7.0495899999999985,14.2471,10.2584,1.68975,3.90155,6.32824,5.3114,2.21462,3.9872699999999996,2.15158,1.5902399999999999,0.565891,0.381794
5.1,60.4,50,NF,9.7,493.239241,31.08608283960772,IT,ORC,2.913455,2.982402,-1.448879,2.98569,3.03256,3.5753800000000004,4.87972,1.4494200000000002,1.5507,2.08314,2.30428,2.53481,5.76769,0.901583,2.50368,0.11598900000000001,0.413958
5.1,52.3,50,NF,7.0,710.677676,31.08608283960772,IT,NEVI,-14.362793,-10.490151,-2.226043,10.4999,10.6529,10.954,11.8834,2.22927,2.2917400000000003,2.53848,2.92752,8.13057,22.2694,3.21293,26.369,1.55748,10.8391
5.0,62.8,50,NF,9.0,600.1599480000001,30.42986320313068,IT,GUMA,-4.054837,5.398797,-2.521191,5.4076,7.8723899999999984,11.1178,13.3559,2.52135,6.55239,5.3894199999999985,8.2713,5.15798,8.390419999999999,1.52073,2.84825,0.487098,0.520918
5.1,83.5,50,NF,7.0,321.29417,31.08608283960772,IT,SRP,-7.806097,9.724538,2.405846,9.72716,9.8043,10.0244,10.6361,2.4087,2.51065,2.99764,3.5394400000000004,7.4843699999999975,23.5562,5.28084,18.6495,3.6544800000000004,5.44693
5.3,50.0,50,NF,8.0,521.899982,35.04522882341237,IT,GAG1,22.960423000000002,27.947490999999996,-23.01906,28.0917,33.2265,39.6143,80.2102,23.0723,27.6737,40.9534,81.7996,12.5113,27.8177,2.9916,10.0943,1.47787,2.4339
5.3,63.3,50,NF,8.0,606.6839209999998,35.04522882341237,IT,BRS,12.658214,10.32061,-12.028628,10.3624,15.5263,19.9012,25.2029,12.0344,16.6058,32.0816,38.0756,4.49942,6.8829199999999995,3.71026,2.69742,2.18538,1.36884
5.1,73.5,50,NF,7.0,828.10286,31.08608283960772,IT,LVR,1.6954189999999998,1.086797,-0.743722,1.09142,1.44447,2.36813,2.73271,0.7517199999999999,1.06356,1.56495,2.43859,2.32718,2.3799200000000003,1.06687,0.96049,0.30002199999999996,0.553124
