Mw,Repi,dip,mech,depth,vs30,sdrop,ev_nation_code,stn,u,v,w,psa_01_u,psa_04_u,psa_07_u,psa_100_u,psa_01_v,psa_04_v,psa_07_v,psa_100_v,psa_50_v,psa_50_u,psa_1_v,psa_1_u,psa_2_v,psa_2_u
4.0,74.6,50,SS,38.6,1106.421976,24.58328975128685,IT,CEL,0.177954,-0.083156,-0.298976,0.083585,0.109467,0.352407,0.376928,0.298985,0.318948,0.73015,0.8679399999999999,0.089713,0.148427,0.032513,0.068595,0.007295999999999999,0.012952000000000002
4.3,66.5,50,NF,9.0,801.841642,26.208248622470446,IT,ATCC,-2.098049,2.005045,1.128449,2.0180700000000003,2.2938,3.60111,6.6081699999999985,1.13047,1.23926,1.70072,2.99206,1.05436,2.10561,0.584587,0.731627,0.22061799999999998,0.266629
4.1,70.8,50,SS,26.5,553.164478,25.11342810111489,IT,MPAG,1.448908,-1.4054879999999998,-0.593404,1.41129,1.6546299999999998,2.78732,3.17298,0.599485,0.924786,1.50352,1.74144,0.31032,0.43904499999999996,0.08033,0.144083,0.016914,0.029574
4.1,73.4,50,NF,9.8,398.01861,25.11342810111489,IT,FBR,-0.8249989999999999,-0.784337,0.740153,0.7933560000000001,1.1054700000000002,2.37738,1.70357,0.74678,0.842714,1.08082,1.66881,0.184016,0.39527199999999996,0.15726199999999999,0.2081,0.026824,0.060305999999999985
4.2,61.4,50,NF,10.3,578.017258,25.65499887812425,IT,NCR,3.030304,-4.7952080000000015,-1.9477509999999998,4.79925,6.6311,14.4795,21.8247,1.94785,2.92576,6.20974,5.26713,0.7821140000000001,1.2058,0.134454,0.204742,0.057637,0.05807200000000001
4.2,75.6,50,NF,8.7,518.4140940000002,25.65499887812425,IT,MURB,-1.915099,-2.276868,-0.7864899999999999,2.27902,2.3721,2.7476700000000003,3.5663400000000003,0.787429,0.866102,1.09787,2.49321,0.482494,1.32765,0.29272,0.46029499999999995,0.137685,0.125995
4.0,51.5,50,NF,9.5,327.010847,24.58328975128685,IT,RTI,-3.272312,2.659528,1.264161,2.66296,2.92217,4.15676,8.10613,1.27002,1.44895,1.87121,5.14266,0.5974729999999999,1.67304,0.4142020000000001,1.16276,0.058372,0.222521
4.0,86.7,50,NF,8.5,509.46582699999993,24.58328975128685,IT,MMUR,0.27615300000000004,0.279552,0.147361,0.27989,0.360818,0.695651,1.16524,0.151363,0.269525,0.460037,0.665883,0.130247,0.284014,0.036391,0.11486700000000001,0.017522,0.023949
4.0,77.9,50,NF,15.7,754.959439,24.58328975128685,IT,RM14,0.34432399999999996,-0.4316350000000001,-0.353173,0.4346100000000001,0.452163,0.721072,1.06829,0.355227,0.423086,0.81707,1.0028700000000002,0.479907,0.444193,0.061604999999999986,0.106119,0.013181,0.023589
4.1,69.0,50,NF,9.6,824.855804,25.11342810111489,IT,CIMA,-1.2094280000000002,-0.8192459999999999,-0.572331,0.830025,0.983504,2.55552,3.08834,0.5723550000000001,0.8957700000000001,1.44124,2.46778,0.46906000000000003,0.860166,0.328452,0.5966859999999999,0.15554500000000002,0.29796999999999996
4.3,82.5,50,NF,11.0,565.574885,26.208248622470446,IT,NZZ,-1.851559,-2.967827,1.107889,2.96993,3.01266,3.67237,4.72269,1.10931,1.26325,2.72569,3.06382,0.943852,1.4164,0.551107,0.602813,0.177744,0.23380900000000002
4.2,135.3,50,NF,10.3,728.156334,25.65499887812425,IT,CERA,-0.079887,0.090306,0.046745,0.090346,0.091221,0.093199,0.097213,0.046774,0.046953,0.047499,0.050513,0.116829,0.224766,0.09421399999999999,0.10282100000000001,0.023129,0.031535
4.0,136.9,50,NF,7.8,738.2912650000003,24.58328975128685,IT,LAV9,-0.141837,0.115047,-0.074935,0.11506199999999996,0.125454,0.204393,0.13716,0.075249,0.081634,0.144066,0.10883,0.1247,0.35437399999999997,0.078855,0.134413,0.035013,0.064863
4.0,134.6,50,NF,19.2,921.840865,24.58328975128685,IT,RCU,0.053661,-0.061911,0.042224,0.062052,0.06294,0.067212,0.076471,0.042319,0.046856,0.046502,0.042013,0.084131,0.127709,0.036532999999999996,0.074029,0.008004,0.015087
4.0,141.9,50,NF,19.2,626.425932,24.58328975128685,IT,COP,-0.046152,0.046303,-0.025843,0.046375,0.050043,0.052167,0.05154500000000002,0.026154000000000004,0.028415,0.028942,0.042024,0.104183,0.165506,0.061688,0.090008,0.02504,0.02889
4.3,122.7,50,NF,7.7,362.133652,26.208248622470446,IT,SENI,-1.100111,1.255917,0.236475,1.25656,1.3067,1.3861,1.56991,0.236965,0.259131,0.27484400000000003,0.400934,0.443693,3.32119,0.21638800000000002,0.565063,0.060079999999999995,0.133077
4.1,110.8,50,NF,6.7,659.198177,25.11342810111489,IT,CPGN,-0.086275,0.07975,0.052685,0.07976699999999999,0.081639,0.090909,0.111309,0.052761,0.052584000000000006,0.064014,0.090655,0.164656,0.189692,0.059351999999999995,0.100202,0.015026,0.023802
4.1,137.0,50,NF,17.5,659.198177,25.11342810111489,IT,CPGN,0.032518,0.032831,0.022756000000000002,0.032906,0.0461,0.034747,0.03661,0.02317,0.027233,0.026859,0.037767,0.056341999999999996,0.147314,0.041673,0.07505099999999999,0.014707,0.025531
4.1,120.8,50,SS,8.6,447.974306,25.11342810111489,IT,CCT,0.10736199999999999,0.104297,0.07511,0.10434,0.108814,0.119579,0.1732,0.07700599999999999,0.142376,0.298941,0.111927,0.152515,0.167638,0.07723200000000001,0.157633,0.030056,0.07237
4.1,101.0,50,NF,7.9,493.600146,25.11342810111489,IT,0CAN,0.14216800000000002,0.102286,0.064112,0.102427,0.102798,0.139024,0.176384,0.06413200000000001,0.06833,0.084745,0.146424,0.14086500000000002,0.175191,0.05934,0.095824,0.034834,0.048544
4.4,106.1,50,NF,11.1,738.2912650000003,26.773429190944697,IT,LAV9,-0.161961,-0.170816,0.141853,0.17149,0.193796,0.289653,0.302869,0.14218499999999998,0.18051,0.218164,0.225222,0.178574,0.42426899999999995,0.069293,0.166354,0.030026999999999998,0.072529
4.1,137.8,50,TF,3.58,416.888489,25.11342810111489,IT,FLP,1.799133,1.215765,-0.44615900000000003,1.2171299999999998,1.25718,1.73645,6.18764,0.447241,0.485598,0.814076,1.73167,0.280252,0.46786300000000003,0.089461,0.13456500000000002,0.020097,0.023242
4.2,116.0,50,TF,31.1,366.944627,25.65499887812425,IT,T0814,-0.878179,-1.4861090000000001,0.244194,1.48679,1.5011,1.57546,1.76407,0.2442010000000001,0.490099,0.980192,0.637067,0.45511,4.091419999999999,0.161583,1.28378,0.036529,0.24370999999999998
4.1,142.5,50,NF,10.7,328.162778,25.11342810111489,IT,VNF1,-0.10903,0.114222,0.053005,0.114222,0.114475,0.114105,0.11830999999999996,0.053020000000000005,0.053802,0.060121,0.058788,0.21985100000000002,0.277429,0.11994200000000001,0.418017,0.033172,0.08491900000000001
4.2,120.3,50,SS,10.3,805.2494320000003,25.65499887812425,IT,MCEL,-0.090942,0.069025,-0.045026,0.069035,0.070539,0.072117,0.083602,0.045057,0.045909,0.050706,0.089659,0.10431900000000001,0.188166,0.084752,0.083232,0.02459,0.04344
4.0,101.0,50,NF,8.5,379.58271,24.58328975128685,IT,SULC,-0.14304,0.124891,0.10666500000000001,0.125057,0.129829,0.134574,0.154173,0.106878,0.107874,0.109243,0.114577,0.177376,0.303233,0.198012,0.286921,0.046941000000000004,0.100634
4.0,150.9,50,NF,11.8,727.291194,24.58328975128685,IT,DUR,0.046244,0.042896,-0.012517,0.042923,0.043476,0.043077,0.047665,0.012564,0.015780000000000002,0.014435,0.018314,0.027829000000000003,0.160823,0.025772000000000003,0.047793,0.010265,0.017856
4.1,167.4,50,TF,4.06,1151.594333,25.11342810111489,IT,FRE8,-0.081785,0.052998,0.038129,0.0534,0.05759400000000001,0.084583,0.126582,0.038365,0.046328,0.067646,0.121545,0.050637,0.0917,0.042994,0.053322,0.013651,0.01626
4.4,172.4,50,NF,7.5,568.198291,26.773429190944697,IT,PIGN,-0.010069,0.011663,-0.007899,0.011675,0.01227,0.013588,0.013286,0.007939,0.009209,0.009999,0.01204,0.027372000000000004,0.030844,0.018699,0.025241999999999997,0.00875,0.011183
4.3,170.4,50,NF,9.6,315.2123,26.208248622470446,IT,ORZI,0.06853300000000001,0.050918,0.046360000000000005,0.050975,0.053412,0.123244,0.140926,0.046523,0.058151,0.119243,0.213654,0.059953,0.173766,0.049292,0.107376,0.029063,0.05443200000000002
4.1,183.7,50,NF,8.7,727.291194,25.11342810111489,IT,DUR,-0.07531399999999999,0.038659,0.016097999999999998,0.038681,0.039554,0.040251,0.041611,0.016142,0.018522,0.01754,0.027664,0.054782000000000004,0.136378,0.041698,0.094516,0.013777000000000001,0.026996
4.0,166.6,50,NF,10.6,727.291194,24.58328975128685,IT,DUR,-0.064635,-0.049699,0.020526,0.049714,0.052131,0.052273,0.054468,0.020536,0.021178,0.021064,0.029281,0.035462,0.15800799999999998,0.025623000000000003,0.060555,0.011801,0.015731000000000002
4.0,163.2,50,NF,7.8,1001.609884,24.58328975128685,IT,SFI,-0.011815,-0.010466,-0.008694,0.010536,0.011023,0.012014,0.013978,0.008694,0.009728,0.010439,0.012825,0.023819,0.021651,0.016656999999999998,0.022385,0.0139,0.013307
4.0,152.6,50,NF,7.8,728.156334,24.58328975128685,IT,CERA,-0.035578,0.03325,-0.025569,0.0333,0.033848,0.034514,0.035319,0.025571,0.025841000000000003,0.025823,0.027132,0.07645,0.10433900000000004,0.044289999999999996,0.059976999999999996,0.015812,0.017774
4.0,158.0,50,NF,9.2,1001.609884,24.58328975128685,IT,SFI,0.013104,0.010908,0.010954,0.010929,0.011252,0.012184,0.013179,0.01096,0.011397,0.01277,0.016444,0.023327,0.029287999999999998,0.032555,0.02475,0.011871,0.010034
4.0,176.9,50,TF,6.9,375.776251,24.58328975128685,IT,T0800,-0.20441700000000002,0.250178,-0.06734,0.250298,0.261472,0.350227,0.403241,0.067399,0.090975,0.131943,0.152751,0.091487,0.507676,0.044495,0.129118,0.020206000000000002,0.037732999999999996
4.0,150.6,50,NF,8.5,318.737768,24.58328975128685,IT,NDIM,-0.120343,0.09534,0.104978,0.095532,0.11638,0.327876,0.374153,0.106405,0.134279,0.391177,0.382577,0.040655000000000004,0.126131,0.025758999999999997,0.088483,0.009245,0.041807
4.1,165.9,50,NF,9.6,727.291194,25.11342810111489,IT,DUR,0.073519,-0.05520800000000002,-0.019469,0.055398,0.059677,0.054363,0.060928,0.019481,0.021246,0.021831,0.025008,0.04528,0.169968,0.024684,0.08552799999999999,0.01839,0.0259
4.3,195.2,50,TF,20.35,648.706948,26.208248622470446,IT,CAR1,-0.055215999999999994,-0.061373000000000004,0.023247,0.06143,0.06933099999999999,0.091924,0.129191,0.023292,0.029144,0.048523,0.085984,0.046298,0.092693,0.017651,0.042885,0.006227,0.00773
4.0,175.1,50,TF,6.9,403.663452,24.58328975128685,IT,MNTV,0.427601,0.311898,-0.228027,0.312908,0.354579,0.526457,0.682503,0.22877,0.250603,0.397252,0.384038,0.221084,0.43936800000000004,0.079317,0.147713,0.021475,0.057285
4.0,182.6,50,NF,10.8,340.610298,24.58328975128685,IT,TREG,0.162388,0.216806,0.079176,0.216808,0.215325,0.254878,0.464524,0.07937000000000001,0.194065,0.180106,0.184301,0.125506,0.317544,0.039432999999999996,0.05173099999999999,0.009369,0.0138
4.3,213.0,50,SS,23.8,926.462503,26.208248622470446,IT,MCS,0.131172,0.132664,-0.060288,0.132821,0.147309,0.15930999999999998,0.180382,0.060392,0.063291,0.08348,0.09311,0.124884,0.227479,0.064084,0.07172100000000001,0.011718000000000001,0.028811
4.1,213.4,50,SS,8.6,727.291194,25.11342810111489,IT,DUR,0.041197000000000004,0.042667000000000004,0.010825,0.042875,0.04428,0.041974,0.044355,0.010831,0.011311,0.013001,0.013129,0.027847000000000004,0.13026400000000002,0.021654,0.054188,0.009512,0.027905000000000003
4.4,224.2,50,TF,18.52,1018.790071,26.773429190944697,IT,CUC,0.025537,-0.020299,-0.015839,0.020581,0.025033,0.045123,0.070599,0.015842,0.021477,0.050863,0.05548,0.039149,0.029085000000000007,0.010737,0.017514,0.003043,0.003518
4.2,215.9,50,SS,5.99,773.7309700000003,25.65499887812425,IT,PLAC,-0.032929,-0.033855,0.013347999999999999,0.033882,0.034584,0.036905,0.041834,0.01338,0.013413,0.019149,0.02127,0.037068000000000004,0.10192999999999999,0.021713999999999997,0.023611,0.008286,0.009743
4.1,219.7,50,SS,8.6,422.702986,25.11342810111489,IT,CTL8,0.06222100000000001,0.065478,-0.019553,0.065548,0.068053,0.070453,0.077101,0.019652,0.023795,0.036463,0.032509,0.032174,0.153421,0.018088,0.065243,0.007726999999999999,0.036041000000000004
4.3,206.4,50,NF,14.0,901.952855,26.208248622470446,IT,SNAL,0.022338999999999998,0.033838,-0.016447999999999997,0.033838,0.033894,0.034079000000000005,0.034236,0.016452,0.017501,0.016915,0.022197,0.057211,0.067,0.05755800000000001,0.069582,0.017637,0.059549
4.2,202.1,50,SS,5.99,816.9946259999997,25.65499887812425,IT,JOPP,0.056108000000000005,-0.063419,-0.027391000000000002,0.06346,0.066229,0.073909,0.09837,0.027394,0.027879,0.031236,0.038345,0.042642,0.20999299999999999,0.016943,0.031989,0.005788000000000001,0.009321
4.0,204.7,50,TF,9.3,672.411804,24.58328975128685,IT,SSFR,0.069256,0.090486,0.023743,0.090794,0.110704,0.123547,0.192969,0.02389,0.029419,0.045972000000000006,0.082487,0.025542,0.052082,0.017043,0.017588,0.006151,0.006423000000000001
4.4,248.3,50,NF,9.2,341.377307,26.773429190944697,IT,FOS,0.048729,0.054183,0.028705,0.059563,0.11428900000000004,0.05224,0.06465900000000001,0.02964,0.07041499999999999,0.037487,0.041841,0.033208999999999995,0.088056,0.022513,0.032398,0.007089,0.009033
4.0,248.1,50,NF,8.5,557.617529,24.58328975128685,IT,POLC,-0.23346399999999998,0.44630200000000003,0.15165499999999998,0.447385,0.4492390000000001,0.456208,0.445475,0.151827,0.154503,0.16784100000000002,0.244754,0.5326380000000001,1.64074,0.303951,0.707376,0.07377,0.10648800000000001
4.0,221.2,50,NF,10.8,1007.237148,24.58328975128685,IT,VDL,0.0232,0.022283,0.022136000000000003,0.022323,0.024272,0.03257,0.037482,0.02216,0.022294,0.026975,0.049643,0.043986000000000004,0.0375,0.024455,0.013909999999999999,0.005377000000000001,0.005675
4.1,211.6,50,TF,17.5,908.405715,25.11342810111489,IT,MOCO,0.020196000000000002,0.013674,0.008295,0.013697,0.025769,0.014532,0.015449,0.008327,0.008902,0.014026,0.021883,0.022416,0.031974,0.012223000000000001,0.018478,0.006104999999999999,0.005515
4.1,221.2,50,SS,8.6,1001.812341,25.11342810111489,IT,TERO,-0.012553,0.012109,-0.006698000000000001,0.012118,0.012808000000000002,0.012277,0.016488,0.006711,0.007604,0.007843000000000001,0.011027,0.023089,0.039772,0.018771,0.025602,0.003833,0.003972
4.1,215.5,50,SS,10.1,442.230108,25.11342810111489,IT,SBUA2,0.072923,-0.084243,0.035287,0.084479,0.089206,0.142599,0.172016,0.035555,0.048115,0.084564,0.086664,0.037481,0.101837,0.018109,0.018336,0.006497,0.004525
4.3,200.9,50,SS,8.3,568.198291,26.208248622470446,IT,PIGN,-0.015508000000000001,0.015216,-0.010262,0.015294,0.017874,0.017388999999999998,0.017859,0.010279,0.012732,0.013025,0.015092,0.019780000000000002,0.043289999999999995,0.018105,0.030683,0.020043000000000002,0.013505000000000001
4.3,280.1,50,SS,23.8,872.576703,26.208248622470446,IT,PAN,-0.01927,0.027386,-0.012449,0.027613,0.031785,0.034508,0.036028,0.012469,0.015163,0.019069,0.034731,0.036248,0.065722,0.014647,0.045432,0.0060539999999999995,0.009859999999999999
4.3,293.6,50,NF,9.0,359.259753,26.208248622470446,IT,CRP,0.045982999999999996,-0.053054,-0.042210000000000004,0.05314,0.056887,0.097442,0.110594,0.042322000000000005,0.081756,0.17005399999999998,0.14666400000000002,0.029481,0.099569,0.022151,0.060141,0.01288,0.041036
4.4,251.9,50,NF,9.2,351.495505,26.773429190944697,IT,FOC,0.032366000000000006,0.030345,0.013866999999999999,0.030784,0.032911,0.037806,0.067527,0.013869,0.018224,0.02729,0.046943,0.02135,0.044683,0.010245,0.018469,0.010156,0.0074680000000000015
4.3,290.1,50,SS,23.8,519.868415,26.208248622470446,IT,MVB,0.025682999999999997,0.01797,-0.016446000000000002,0.018131,0.020565,0.030384,0.04437,0.016645,0.024346,0.031528,0.06179,0.036974,0.052244000000000006,0.014147,0.028238,0.008333,0.007412
4.3,282.7,50,SS,23.8,931.72393,26.208248622470446,IT,PRG,-0.019147,-0.024248,0.018601,0.02425,0.031671,0.03685,0.052291,0.018627,0.026205000000000003,0.029483,0.041081,0.040984,0.049309,0.025562,0.034391000000000005,0.014518000000000001,0.011226
4.2,250.2,50,SS,10.3,1005.108269,25.65499887812425,IT,SPO,-0.009682,-0.008597,-0.013635,0.009834,0.028632,0.018071,0.015216,0.030785000000000007,0.039415,0.10187,0.086386,0.016388,0.022744999999999998,0.015212,0.01671,0.0037630000000000003,0.008745999999999999
4.3,254.9,50,NF,9.6,946.254565,26.208248622470446,IT,BRC,-0.012751,0.01293,0.011265,0.01293,0.013629,0.015126,0.016354,0.011291,0.012133,0.014328,0.014674,0.019922,0.022262999999999998,0.023372999999999998,0.035107,0.015993,0.010628
4.3,286.5,50,NF,9.6,846.7670949999997,26.208248622470446,IT,GEPF,0.008543,0.013614,0.008091,0.01365,0.014802,0.01681,0.017543,0.008097,0.00944,0.020383,0.01834,0.015272999999999997,0.026914999999999998,0.025373,0.042775,0.010013,0.007878
4.3,278.3,50,SS,23.8,960.093203,26.208248622470446,IT,PVC,0.11345699999999999,0.087538,0.059491999999999996,0.090999,0.297773,0.063162,0.08582100000000001,0.059493,0.07495,0.062711,0.08869099999999999,0.113027,0.14673599999999998,0.083968,0.061505999999999984,0.011901,0.014130000000000004
4.3,298.9,50,NF,9.6,873.895124,26.208248622470446,IT,SPP,0.010776,-0.010928,0.008357,0.010954,0.01247,0.017721,0.017787999999999998,0.008409999999999999,0.009687,0.012922,0.018203,0.028441,0.038985,0.019071,0.020978,0.00374,0.004915
4.3,258.8,50,NF,11.0,1032.616466,26.208248622470446,IT,BAG8,0.086668,-0.066913,0.05515900000000002,0.067164,0.089068,0.147208,0.202491,0.05552000000000002,0.06828300000000001,0.127495,0.13583599999999998,0.067424,0.08837300000000001,0.023786,0.037418,0.0070209999999999995,0.012727
4.0,295.0,50,NF,8.5,680.125744,24.58328975128685,IT,PURA,0.006775,0.012692,-0.0048200000000000005,0.013124,0.011714,0.011705,0.013228,0.004899000000000001,0.005407,0.005483,0.004913,0.010516,0.020802,0.009969,0.021709,0.0029010000000000004,0.005187
4.3,270.2,50,NF,9.0,785.398546,26.208248622470446,IT,CME,-0.035331,-0.048362999999999996,-0.038792,0.048373,0.050438,0.057733000000000013,0.075462,0.038798,0.041636,0.04496,0.056584,0.056984,0.083428,0.015262999999999999,0.053734000000000004,0.004936,0.006243
4.4,274.6,50,NF,9.2,557.617529,26.773429190944697,IT,POLC,0.48968500000000004,-0.768211,-0.430807,0.775676,0.7914100000000001,0.771274,0.928135,0.434026,0.4531060000000001,0.45267,0.531251,0.803774,2.10862,0.726396,1.6668,0.188375,0.34276
4.1,286.9,50,SS,8.6,557.617529,25.11342810111489,IT,POLC,0.020925,0.030116000000000007,0.014153,0.030145,0.031160000000000007,0.032143,0.041314,0.014156,0.015234,0.019808000000000003,0.040008,0.024648,0.079462,0.017265,0.040333,0.004703,0.008169
4.3,316.6,50,NF,14.0,433.659784,26.208248622470446,IT,FIER,-0.026617000000000002,0.026393,-0.01403,0.026399,0.028164,0.028499,0.029751,0.014036000000000002,0.017975,0.018074,0.02727,0.036014,0.073291,0.040056,0.038297000000000005,0.008764,0.024819
4.3,301.1,50,NF,11.0,396.818117,26.208248622470446,IT,OPPE,0.06909,0.07245599999999999,-0.039282,0.07263,0.095793,0.193592,0.204775,0.039449,0.068615,0.115378,0.11785,0.051799,0.13326400000000002,0.042256999999999996,0.06677899999999999,0.022337,0.032333
4.3,315.4,50,SS,23.8,645.889517,26.208248622470446,IT,TOD,0.031147,0.030808,0.020301,0.030827,0.034852,0.032851,0.034031,0.020302,0.020876,0.021568,0.026079,0.051825,0.088439,0.039367,0.05533,0.015338999999999997,0.024228
4.5,24.5,50,NF,9.7,562.672427,27.350797871626764,IT,T1219,-57.940723999999996,-24.488079,-23.03939200000001,24.5549,44.2603,65.2108,69.6963,23.0402,27.1802,69.6778,62.2533,4.5087,4.44834,1.2440200000000001,0.935291,0.287975,0.26345799999999997
4.9,24.0,50,TF,8.68,334.110938,29.78749620333088,IT,T0811,3.6507699999999996,-6.2519620000000025,-2.781201,6.25626,7.82631,14.1252,17.0827,2.78136,4.88065,10.0425,5.3310900000000006,0.817509,5.59658,0.32968200000000003,2.12977,0.296921,0.47251899999999997
4.8,10.9,50,NF,8.3,587.932291,29.158689414422522,IT,MCV,24.642996,-30.454863,-20.776975,30.4923,44.8709,57.0524,77.6312,21.2984,57.6007,71.1342,56.1137,6.4508,11.6201,2.33217,2.3328900000000004,0.584942,0.719648
4.5,41.7,50,NF,9.9,687.908846,27.350797871626764,IT,MNTP,7.0505889999999996,8.169846000000001,6.37979,8.18726,10.213,25.6548,25.3442,6.38017,9.39325,22.3802,11.8143,3.81852,5.66362,4.09075,3.87565,1.21076,1.0250700000000001
4.5,21.5,50,NF,9.7,787.333015,27.350797871626764,IT,MMO,15.674432999999999,15.631401,-15.418857000000001,15.6581,25.9009,34.7219,47.5482,15.4443,16.8698,30.658,32.6301,15.5262,17.8421,4.11313,2.90294,0.833181,0.598889
4.8,37.0,50,TF,24.5,940.838791,29.158689414422522,IT,STF,-2.8897630000000003,2.324888,-1.32107,2.33302,2.54898,3.63008,6.43686,1.32361,1.47567,2.7339,3.27177,2.37273,1.6909900000000002,0.467581,0.8366620000000001,0.16203299999999998,0.58745
4.5,40.8,50,NF,9.9,910.226117,27.350797871626764,IT,TLN,6.384625,-7.84895,4.232615,7.96201,11.1375,21.5938,16.4828,4.25301,9.80631,11.5664,10.008,4.11139,8.635860000000001,1.9127900000000002,1.6861700000000002,0.42096300000000003,0.442111
4.5,47.1,50,NF,9.7,905.293998,27.350797871626764,IT,ANT,-1.52516,1.17198,0.872467,1.17279,1.25514,1.82317,2.68168,0.872555,1.31996,1.52318,2.60755,1.13401,2.58347,0.5489689999999999,0.845527,0.15199300000000002,0.145429
4.8,14.3,50,SS,8.154,547.663354,29.158689414422522,IT,TRT,84.609883,41.824455,-16.913606,41.8248,44.6503,46.2422,54.9947,16.9445,17.2486,20.0804,23.5264,26.0399,72.6799,11.4513,24.5827,2.3233,6.02323
4.8,49.3,50,NF,8.7,587.932291,29.158689414422522,IT,MCV,-5.7613970000000005,-5.342155,-3.7451489999999996,5.34472,6.82459,11.1689,14.4903,3.82277,6.88713,13.5209,16.8184,1.49045,2.18799,0.72845,1.07369,0.224106,0.193645
4.7,19.8,50,NF,8.1,616.795006,28.543156583656806,IT,MDAR,18.498287,-19.819754999999997,-10.478841000000001,19.9758,44.9079,32.8105,42.4268,10.5061,26.1619,32.43,18.0779,12.0,18.8114,2.99728,5.17532,0.666177,1.36496
4.7,29.0,50,NF,8.1,470.819126,28.543156583656806,IT,FOPC,13.038825,8.457199000000001,-8.53865,8.4573,10.282,14.4342,18.3816,8.63408,11.8073,16.7523,16.160999999999998,11.0454,17.768,4.38943,5.47502,1.1038299999999999,0.887805
4.9,15.5,50,NF,10.716,1039.788453,29.78749620333088,IT,CSC,12.041364999999999,-17.177832000000002,8.188283,17.804000000000006,26.1346,27.2136,30.796,8.25648,9.7794,14.3195,17.0791,5.93045,11.8443,3.4709199999999996,5.04623,1.13257,1.02147
4.7,18.8,50,U,41.0,465.604766,28.543156583656806,IT,MLT,-24.853132000000002,-22.776551,9.66306,22.8682,23.324,38.8518,41.3828,9.66211,12.3111,24.4246,38.2864,13.9493,28.0466,3.6771,6.39896,0.771242,1.37893
4.7,26.9,50,U,41.0,511.001023,28.543156583656806,IT,NCT,25.326005,-14.790660999999998,21.245981,14.7949,15.4706,19.9592,33.9345,21.3347,24.5218,38.1773,51.5241,7.220569999999999,5.35361,2.28213,2.18606,0.5260319999999999,0.44038599999999994
4.7,93.7,50,SS,37.8,654.98483,28.543156583656806,IT,PCB,2.491546,-2.613207,-0.702725,2.61771,4.68206,6.76382,12.9459,0.7031109999999999,0.991575,1.6529200000000002,2.1499200000000003,0.392547,0.926974,0.192584,0.378264,0.038355,0.072076
4.5,88.1,50,NF,9.7,494.975591,27.350797871626764,IT,PLS,-0.463825,-0.316273,-0.256198,0.317071,0.324629,0.5696100000000001,0.773558,0.256606,0.271338,0.349446,0.435244,0.682597,0.791226,0.326154,0.27674,0.080189,0.108253
4.5,51.4,50,NF,9.8,806.962262,27.350797871626764,IT,AQP,3.925237,3.05333,-1.767843,3.0842,3.49912,6.99538,8.309439999999999,1.78047,2.07592,4.344119999999998,5.50727,0.839362,2.0228200000000003,0.9079709999999999,1.86372,0.195745,0.42728900000000003
4.5,67.0,50,NF,9.7,509.46582699999993,27.350797871626764,IT,MMUR,-4.974205,-4.610417,2.137494,4.68393,8.052710000000001,17.8794,15.4667,2.19205,6.31507,8.26592,5.3794,0.657235,1.3367,0.175699,0.284771,0.053069000000000005,0.083244
4.7,51.7,50,SS,10.0,776.523384,28.543156583656806,IT,SGV,1.5254219999999998,-1.305265,-0.846709,1.30531,1.4114,1.6062,2.48896,0.8487530000000001,0.903807,1.15583,2.21226,1.4067399999999999,1.92291,0.334316,0.596164,0.073171,0.10608
4.8,77.3,50,NF,8.3,705.511573,29.158689414422522,IT,UMB,0.70675,0.470186,0.290242,0.47019,0.498184,0.967461,1.05853,0.290601,0.34263000000000005,0.438175,0.609603,0.70063,1.22842,0.254917,0.4970020000000001,0.052737,0.049832999999999995
4.8,57.1,50,NF,8.3,327.899096,29.158689414422522,IT,GBP,-2.195439,3.0414790000000003,1.4279,3.04413,3.15975,4.44407,5.36228,1.43681,1.80232,3.60231,3.01161,2.86311,5.73639,1.49642,3.1219799999999998,0.672966,0.906373
4.5,56.1,50,NF,9.7,455.62711,27.350797871626764,IT,AQA,-2.964203,-2.670118,-0.810411,2.69363,3.838130000000002,5.16446,7.5023300000000015,0.819996,1.29705,1.60008,1.5822200000000002,0.804488,1.6664400000000001,0.39391,0.396054,0.099427,0.167863
4.7,65.5,50,SS,13.46,341.546651,28.543156583656806,IT,TRF,3.720646,-3.638235,-2.1480770000000002,3.64522,4.06372,5.2579,11.5793,2.16057,2.60854,4.29971,6.03334,2.57216,5.4993,1.2811700000000001,3.23525,0.206878,0.43932
4.5,81.0,50,NF,9.7,780.723564,27.350797871626764,IT,ATVO,-0.46098900000000004,0.313264,-0.23947,0.313267,0.351725,0.558667,0.685686,0.242307,0.300416,0.544573,0.719618,0.36478299999999997,0.658439,0.205761,0.32818600000000003,0.056373,0.072465
4.8,55.2,50,TF,2.4,369.007183,29.158689414422522,IT,MDN,-4.065307,6.081603,1.878684,6.08745,6.15394,6.2058,6.931210000000001,1.88194,2.17067,3.03827,3.61861,3.7757300000000003,18.805999999999997,1.10727,5.49414,0.389173,1.4866
4.8,70.6,50,NF,8.3,601.55232,29.158689414422522,IT,SRL,-2.777884,4.0864519999999995,1.7361520000000001,4.17191,5.8674800000000005,11.2857,18.5715,1.73974,2.25697,5.83219,6.1917,1.27474,1.47848,0.269726,0.718155,0.05485399999999999,0.09378600000000001
