Mw,Repi,dip,mech,depth,vs30,sdrop,ev_nation_code,stn,u,v,w,psa_01_u,psa_04_u,psa_07_u,psa_100_u,psa_01_v,psa_04_v,psa_07_v,psa_100_v
6.0,88.9,50,NF,8.1,948.482041,28.060099068007204,IT,SUL,-5.79346,6.072223,3.394385,5.79419,5.8968,8.71685,21.1833,3.39814,3.5697400000000004,6.61792,7.9785
6.0,89.3,50,NF,8.1,1605.307159,25.167066692835224,IT,SULA,-18.02799,-23.229896,12.248124,18.0545,18.4354,20.606,18.6312,12.2487,12.2995,12.7989,13.3554
6.0,89.4,50,NF,8.1,817.7402950000001,25.167066692835224,IT,SULC,-13.414621,15.698966,-6.960469,13.4218,13.9126,15.3665,21.2488,6.96408,7.0045600000000015,7.30233,9.93184
6.0,88.9,50,NF,8.1,466.863924,25.167066692835224,IT,SULP,22.18112,-22.10265,-14.595308,22.205,22.7399,23.1583,29.596,14.6214,15.1144,16.3966,17.3318
6.0,37.7,50,NF,8.1,950.270475,25.167066692835224,IT,TER,64.779268,41.357343,31.963156,64.7975,83.7234,190.976,121.222,32.3565,82.4816,86.8847,72.4333
6.0,57.5,50,NF,8.1,513.523191,25.167066692835224,IT,TLN,116.172623,74.760307,-46.547475,116.531,124.206,252.595,238.612,46.5765,55.9642,72.7268,86.6367
6.0,69.5,50,NF,8.1,444.57361399999996,28.42161812909285,IT,TOD,18.732771,-12.941546,-7.092614,18.7361,18.8531,19.2852,20.7759,7.0975600000000005,7.3411399999999984,9.43813,11.327
6.0,45.3,50,NF,8.1,271.40928399999996,28.42161812909285,IT,TRE,-62.958365,108.500501,44.714045,63.2605,66.1845,95.2113,104.473,44.8215,59.0026,59.9017,72.1301
6.0,36.1,50,NF,8.1,380.0,28.42161812909285,IT,TRL,34.880233000000004,38.434387,17.827077,34.9414,37.6626,71.2948,55.0764,17.9188,21.5328,33.3978,45.2372
6.0,50.6,50,NF,8.1,590.32132,28.42161812909285,IT,TRN1,9.173516,13.637402,-6.616857,9.21459,10.2287,20.044,24.2404,6.61702,9.02542,19.9745,13.8334
6.0,148.9,50,NF,8.1,444.612999,28.42161812909285,IT,TRV,1.884824,2.055179,1.24436,1.88484,1.89588,1.91692,2.0156400000000003,1.24464,1.25,1.29691,1.26652
6.0,116.1,50,NF,8.1,572.9440089999999,27.703178479497364,IT,TSC,7.109567,-3.763529,3.5569230000000003,7.10985,7.13125,7.227019999999999,7.63639,3.56101,3.60478,3.72155,4.57112
6.0,97.2,50,NF,8.1,738.80556,27.703178479497364,IT,TVL,-14.220118,-16.267793,-3.854792,14.2432,14.4785,15.1399,17.7289,3.86788,4.16695,5.43222,6.73807
6.0,100.9,50,NF,8.1,774.749229,27.703178479497364,IT,UMB,8.385488,-8.836955999999997,-3.714714,8.39803,8.69697,10.9649,11.3748,3.7202,3.90834,3.86402,5.38743
6.0,72.7,50,NF,8.1,1106.421976,27.703178479497364,IT,VAL,-58.270068,-35.824767,-13.613048999999998,58.3476,59.2736,63.9701,114.162,13.742,17.9267,28.6201,44.1801
6.0,120.3,50,NF,8.1,1221.184212,27.703178479497364,IT,VLL,5.203823000000001,-6.336428,-3.432824,5.20386,5.2629199999999985,7.131689999999999,7.0641,3.43318,3.446,3.48653,3.43266
6.0,119.9,50,NF,8.1,828.628206,29.660659276823697,IT,VLN,-10.163258,10.795816,3.976771,10.1738,10.3101,10.6662,11.9524,3.97774,4.01242,4.16375,4.54695
6.0,151.2,50,NF,8.1,946.2077009999999,32.32733472234952,IT,VNF1,6.4447980000000005,3.987202,-3.5384519999999995,6.44489,6.45705,6.48008,6.5099300000000015,3.53896,3.5507,3.603380000000001,3.63299
6.0,137.2,50,NF,8.1,695.873582,32.32733472234952,IT,VSE,6.12366,6.099833,-2.919611,6.1268400000000005,6.22577,6.56912,6.592219999999998,2.92269,2.99974,5.31662,4.8193800000000016
6.0,309.6,50,NF,8.1,428.31322800000004,32.32733472234952,IT,ACER,-0.665307,-0.415008,0.30621,0.665307,0.666557,0.670795,0.6752130000000001,0.306278,0.307254,0.311315,0.320734
6.0,116.3,50,NF,8.1,816.166285,32.32733472234952,IT,APEC,1.344223,1.464531,0.937812,1.34536,1.3666,1.42661,1.499,0.937854,0.946822,1.0337,1.28004
6.0,360.7,50,NF,8.1,948.482041,32.32733472234952,IT,ASOL,-1.153967,-1.339009,0.574675,1.15423,1.16427,1.18616,1.36101,0.574678,0.576624,0.585359,0.644656
6.0,72.6,50,NF,8.1,817.7402950000001,32.32733472234952,IT,ATCC,-28.370466,22.596561,-13.571102,28.4237,29.882,40.1976,54.4218,13.6381,22.4199,19.5989,26.4487
6.0,91.8,50,NF,8.1,445.19150099999996,32.32733472234952,IT,ATFO,-9.563463,-11.56973,6.928828,9.56584,9.76387,10.8915,14.2902,6.93207,7.0439300000000005,8.71906,8.335989999999999
6.0,96.1,50,NF,8.1,470.94776500000006,32.32733472234952,IT,ATLO,5.871078,6.801487,-1.173393,5.87399,6.1,9.81198,11.8413,1.1736,1.22052,1.4538799999999998,1.43019
6.0,107.5,50,NF,8.1,889.9050369999999,32.32733472234952,IT,ATPC,11.206951,7.750436,-5.607367,11.2396,11.6586,14.6539,19.1117,5.60951,5.66315,5.8456,7.66741
6.0,90.8,50,NF,8.1,705.516993,32.32733472234952,IT,ATTE,-4.701436,4.924174,4.325951,4.70356,4.73834,5.17646,5.18476,4.3261400000000005,4.38577,4.4834,5.12144
6.0,101.5,50,NF,8.1,946.2077009999999,28.787794908286028,IT,ATVO,6.111468,-5.534665,-3.928779,6.11152,6.29593,7.0918,7.25299,3.9318,4.03557,4.05145,4.85101
6.0,261.9,50,NF,8.1,695.873582,28.787794908286028,IT,BDI,0.5061939999999999,-0.398715,-0.259336,0.506369,0.510127,0.5225069999999999,0.717104,0.259343,0.262861,0.274975,0.275362
6.0,229.1,50,NF,8.1,591.680649,28.787794908286028,IT,BIOG,1.805169,-1.90595,1.308316,1.80526,1.80868,1.80539,1.80795,1.30856,1.31476,1.30845,1.30961
6.0,170.4,50,NF,8.1,428.31322800000004,28.787794908286028,IT,BSSO,1.2648,1.583946,-0.908083,1.2648,1.26832,1.27481,1.2966,0.908103,0.909488,0.913761,0.920039
6.0,69.9,50,NF,8.1,948.482041,28.787794908286028,IT,CADA,30.453138,33.974268,-13.844657000000002,30.4566,30.5791,37.6191,87.7616,13.8791,22.1317,55.5388,47.0568
6.0,249.1,50,NF,8.1,817.7402950000001,28.787794908286028,IT,CAFE,-0.7446619999999999,0.590453,0.411813,0.744784,0.752732,0.756074,0.771992,0.411909,0.415319,0.413082,0.4213020000000001
6.0,117.3,50,NF,8.1,277.0,28.787794908286028,IT,CDCA,-7.452563,11.897623,-8.136907,7.45259,7.54506,8.2699,9.31239,8.14044,8.18394,8.55215,9.01066
6.0,138.4,50,NF,8.1,689.4292469999999,28.787794908286028,IT,CERA,2.617845,-2.635639,-2.809156,2.61803,2.62333,2.6378,2.69827,2.80935,2.81416,2.83962,2.88443
6.0,76.3,50,NF,8.1,889.9050369999999,28.787794908286028,IT,CIMA,21.745335,18.106826,-9.426543,21.751,23.0225,30.289,42.8228,9.54246,16.0522,31.0079,27.9573
6.0,238.8,50,NF,8.1,116.0,30.10696654648444,IT,CMPO,4.390377,3.851526,-1.180628,4.39039,4.39537,4.39654,4.4121,1.18067,1.18262,1.18718,1.1872
6.0,105.4,50,NF,8.1,961.069861,26.773429190944697,IT,COR1,21.682338,-16.288779,-8.329467999999999,21.6952,22.3784,23.7189,30.2686,8.3297,8.48077,9.66552,14.2087
6.0,219.9,50,NF,8.1,653.8027030000001,26.773429190944697,IT,CRMI,0.541821,-0.592425,0.370541,0.5422,0.5414760000000001,0.561195,0.639997,0.370741,0.4113189999999999,0.380839,0.390235
6.0,362.0,50,NF,8.1,1605.307159,27.585216701547516,IT,CRND,0.516566,0.572217,0.416738,0.516645,0.517994,0.714394,0.748587,0.416833,0.420487,0.422536,0.6097020000000001
6.0,399.4,50,NF,8.1,817.7402950000001,27.585216701547516,IT,CTL8,0.596486,0.601671,0.402801,0.596543,0.599767,0.6040909999999999,0.6121260000000001,0.402844,0.405147,0.405834,0.402817
6.0,208.1,50,NF,8.1,466.863924,27.585216701547516,IT,FAEN,-3.300088,4.989953,0.631736,3.30025,3.3009800000000005,3.31001,3.3159,0.651475,0.608436,0.604824,0.60901
6.0,32.9,50,NF,8.1,950.270475,27.585216701547516,IT,FEMA,242.336124,185.82103,-79.251041,242.344,242.325,269.643,301.916,79.4065,98.0095,153.959,189.88
6.0,280.3,50,NF,8.1,184.0,27.585216701547516,IT,FERS,1.720448,1.621787,0.522101,1.72087,1.72812,1.76604,1.84424,0.522421,0.539909,0.554237,0.574291
6.0,59.8,50,NF,8.1,946.2077009999999,26.376538455931094,IT,FIU1,-28.244678000000004,38.400423,-31.091476,28.2513,37.2248,75.78,67.1637,31.1192,34.564,56.0767,74.3564
6.0,76.6,50,NF,8.1,695.873582,26.376538455931094,IT,FOSV,-22.540071,-27.836108000000007,21.864614000000003,22.5658,23.2155,24.9816,38.2816,21.8861,22.1578,24.9324,32.3164
6.0,375.1,50,NF,8.1,591.680649,26.376538455931094,IT,FRE8,0.764737,-0.501125,-0.335597,0.764741,0.7680239999999999,0.7679520000000001,0.78566,0.335658,0.336916,0.34087,0.362651
6.0,61.5,50,NF,8.1,1605.307159,26.376538455931094,IT,GAG1,-75.894922,89.473783,57.10903199999999,76.0794,88.0215,149.77200000000005,269.161,57.3178,67.3536,93.6176,167.967
6.0,191.2,50,NF,8.1,817.7402950000001,26.376538455931094,IT,GATE,0.986301,-0.90825,-0.64936,0.98638,0.987547,0.992111,0.986965,0.6493770000000001,0.653306,0.6661729999999999,0.6750470000000001
6.0,220.4,50,NF,8.1,445.19150099999996,26.376538455931094,IT,IMOL,-2.640617,-2.360123,-1.462466,2.64105,2.65596,2.68431,2.81524,1.4624700000000002,1.46797,1.46549,1.55898
6.0,395.0,50,NF,8.1,689.4292469999999,26.376538455931094,IT,LEOD,0.7703270000000001,0.617532,0.351788,0.7703800000000001,0.772343,0.773684,0.785467,0.351788,0.352407,0.35303,0.353564
6.0,339.8,50,NF,8.1,470.94776500000006,26.376538455931094,IT,MCEL,0.232417,-0.15542,0.16594,0.232425,0.232559,0.233141,0.239276,0.165949,0.166166,0.167441,0.169148
6.0,55.4,50,NF,8.1,889.9050369999999,26.376538455931094,IT,MDAR,-38.939151,-54.611079,-29.010288,38.9907,49.5151,87.1476,61.0021,29.2238,36.3424,79.0414,57.1312
6.0,191.3,50,NF,8.1,908.7668279999999,26.773429190944697,IT,MELA,2.429606,2.449266,1.1264120000000002,2.42966,2.45621,2.47887,2.96442,1.12692,1.14533,1.29233,1.3994
6.0,94.8,50,NF,8.1,439.536266,30.429863203130676,IT,MGAB,-8.964205999999997,-9.614362,-5.73541,8.9668,9.12486,9.78329,12.4318,5.73682,5.80845,6.1536300000000015,7.142239999999998
6.0,344.2,50,NF,8.1,774.63288,30.429863203130676,IT,MGR,0.08716499999999999,-0.078835,-0.066569,0.087187,0.08973400000000001,0.090215,0.08744299999999999,0.06658700000000001,0.06858099999999999,0.06740399999999999,0.067301
6.0,84.8,50,NF,8.1,610.726629,30.429863203130676,IT,MMUR,-20.591459,22.235306,15.625541,20.5917,23.7721,31.8057,59.5399,15.6504,18.9908,22.405,44.4465
6.0,52.4,50,NF,8.1,502.22436600000003,30.429863203130676,IT,MNTP,-79.106549,72.41148000000003,26.563309000000004,79.3463,84.6945,133.017,221.156,26.5832,31.1472,65.6551,93.2727
6.0,335.7,50,NF,8.1,237.0,30.429863203130676,IT,MNTV,1.316995,1.069291,-0.473688,1.317,1.31789,1.33227,1.34162,0.473688,0.478347,0.48432,0.6421819999999999
6.0,217.2,50,NF,8.1,705.516993,30.429863203130676,IT,MOCO,0.7773770000000001,-0.434397,0.365373,0.777555,0.778151,0.7817390000000001,0.782443,0.365381,0.365725,0.365833,0.366559
6.0,282.8,50,NF,8.1,590.686202,30.429863203130676,IT,MODE,1.990332,-2.31822,-0.596114,1.99087,2.04166,1.99497,1.99364,0.5963729999999999,0.736092,0.594313,0.583443
6.0,226.6,50,NF,8.1,1106.5052560000001,30.429863203130676,IT,MRB1,-1.0360120000000002,-1.415077,0.531,1.0361,1.04387,1.04681,1.05618,0.531079,0.535742,0.5347,0.536772
6.0,285.9,50,NF,8.1,579.892164,30.429863203130676,IT,MRLC,-0.248105,0.253038,-0.139942,0.248166,0.248529,0.250649,0.251766,0.139982,0.140994,0.14189100000000002,0.141791
6.0,246.7,50,NF,8.1,609.427874,30.429863203130676,IT,MSAG,-1.115149,-1.806964,0.689448,1.11566,1.14317,1.31655,1.42847,0.6908479999999999,0.715233,0.806277,0.88195
6.0,231.4,50,NF,8.1,527.046233,30.429863203130676,IT,MTRZ,-3.440545,-2.784864,1.44579,3.44109,3.44681,3.46994,3.50056,1.44585,1.45426,1.46063,1.48345
6.0,85.3,50,NF,8.1,495.26845499999996,30.429863203130676,IT,MURB,45.600833,-40.572255,-13.943392,45.6806,47.1635,49.1107,57.6406,13.9693,14.727,16.6143,26.3751
6.0,307.3,50,NF,8.1,208.0,30.429863203130676,IT,NDIM,-1.040427,1.233429,0.277848,1.04072,1.04666,1.05718,1.18544,0.278475,0.288563,0.360473,0.555189
6.0,333.8,50,NF,8.1,264.0,30.429863203130676,IT,OPPE,-0.930102,1.044775,0.37682,0.930156,0.939239,1.0274,1.721,0.378277,0.432543,1.01373,1.15528
6.0,400.6,50,NF,8.1,590.244049,30.429863203130676,IT,ORZI,-0.703548,-0.640205,-0.291289,0.7035600000000001,0.708587,0.706259,0.714618,0.29129,0.293626,0.310543,0.299987
6.0,186.0,50,NF,8.1,583.269412,30.429863203130676,IT,OSSC,0.768471,0.799375,1.003745,0.7685109999999999,0.770371,0.772994,0.794145,1.00381,1.00524,1.01525,1.01801
6.0,215.8,50,NF,8.1,1049.264458,30.429863203130676,IT,PAOL,-0.401664,-0.603969,-0.308241,0.40173,0.409151,0.407251,0.413136,0.308337,0.315066,0.310863,0.319904
6.0,109.0,50,NF,8.1,836.594795,30.429863203130676,IT,PIEI,-8.325306,-6.107076,5.240478,8.34037,8.79365,12.6065,19.6951,5.24643,5.41143,7.862589999999999,10.4287
6.0,184.0,50,NF,8.1,346.100367,30.429863203130676,IT,PIGN,0.579808,-0.674491,0.432131,0.57981,0.580853,0.586975,0.595212,0.432136,0.4335310000000001,0.436473,0.457146
6.0,115.9,50,NF,8.1,946.2077009999999,28.3005971924808,IT,POFI,-2.553677,2.293556,-2.098126,2.55375,2.55859,2.60097,2.6627400000000003,2.0991,2.11045,2.10723,2.19221
6.0,81.5,50,NF,8.1,428.31322800000004,28.3005971924808,IT,PP3,-49.581111,40.428719,-14.308419,49.59,53.1701,59.1891,66.6942,14.364,15.3149,27.9555,23.0722
6.0,21.1,50,NF,8.1,816.166285,28.3005971924808,IT,RM33,-100.360054,-99.030039,35.177567,100.695,118.495,143.332,171.831,35.6432,47.1312,89.4538,73.1053
6.0,134.1,50,NF,8.1,948.482041,28.3005971924808,IT,RNI2,-4.641902,-4.536793,-4.234273,4.64257,4.6589,4.68692,4.92257,4.23489,4.24365,4.25328,4.3033199999999985
6.0,113.3,50,NF,8.1,399.0,28.3005971924808,IT,ROM9,-4.598866,3.36513,2.38597,4.60985,5.42143,5.02405,5.55804,2.38685,2.39581,2.7558,3.1891700000000003
6.0,370.4,50,NF,8.1,1605.307159,28.72643945528626,IT,ROVR,0.415726,0.617091,-0.258171,0.415747,0.421272,0.431375,0.56818,0.25819200000000003,0.262975,0.259461,0.365122
6.0,109.6,50,NF,8.1,817.7402950000001,28.72643945528626,IT,SACS,4.159128,-4.1407120000000015,2.976901,4.15932,4.17066,4.20361,4.67825,2.97773,2.97405,3.04518,3.05844
6.0,390.1,50,NF,8.1,466.863924,28.72643945528626,IT,SALO,-0.454337,0.646825,-0.27872,0.454337,0.455953,0.496758,0.5460149999999999,0.279173,0.282708,0.31972,0.476059
6.0,351.7,50,NF,8.1,321.0,28.72643945528626,IT,SANR,-1.091633,-1.044457,0.459189,1.09289,1.11988,1.2825799999999998,2.01743,0.459226,0.462743,0.463994,0.5748300000000001
6.0,320.8,50,NF,8.1,513.523191,28.72643945528626,IT,SBPO,1.16749,-1.202966,0.5284770000000001,1.19024,3.18763,3.4983699999999995,1.33513,0.528493,0.8829389999999999,0.89689,0.610214
6.0,111.9,50,NF,8.1,828.628206,31.08608283960772,IT,SENI,-42.922524,-26.483512,-7.764502999999999,42.9817,44.1963,48.1438,54.505,7.76565,8.09721,8.642339999999999,9.60577
6.0,300.4,50,NF,8.1,325.321856,24.58328975128685,IT,SERM,0.636881,0.458307,-0.1267,0.636907,0.638618,0.641175,0.656284,0.126762,0.14233900000000002,0.210268,0.222485
6.0,247.8,50,NF,8.1,439.536266,24.58328975128685,IT,SGTA,-0.586028,-0.527271,-0.368651,0.5860310000000001,0.585566,0.594721,0.599594,0.368655,0.37175,0.370481,0.377355
6.0,355.7,50,NF,8.1,591.680649,24.58328975128685,IT,SIRI,0.170863,-0.12875799999999998,-0.092587,0.17086800000000002,0.171019,0.171704,0.17493699999999998,0.092591,0.093245,0.092785,0.092972
6.0,256.4,50,NF,8.1,1605.307159,24.58328975128685,IT,SNAL,0.886782,0.8870180000000001,-0.5709609999999999,0.88687,0.886991,0.89295,0.898223,0.570973,0.572539,0.573353,0.575253
6.0,89.9,50,NF,8.1,817.7402950000001,24.58328975128685,IT,SSFR,-57.108718,-49.554838,-20.422779,57.1096,70.5157,87.9017,76.2418,20.4231,23.2169,34.495,49.4181
6.0,398.0,50,NF,8.1,445.19150099999996,24.58328975128685,IT,STAL,0.626124,-0.839533,0.254723,0.627801,0.641204,0.76761,1.19736,0.255512,0.25993,0.421086,0.695075
6.0,31.5,50,NF,8.1,689.4292469999999,24.58328975128685,IT,TERO,-55.542345,-83.551381,-35.01453,55.619,100.011,167.84799999999996,162.058,35.956,69.5052,100.933,104.894
6.0,68.4,50,NF,8.1,502.22436600000003,24.58328975128685,IT,TRE1,-62.078732,-71.313837,30.884816,62.3152,64.4233,78.4244,160.41,31.047,49.2697,63.8384,91.4338
6.0,355.0,50,NF,8.1,470.94776500000006,24.58328975128685,IT,TREG,-0.549013,0.684579,-0.39665,0.549017,0.593252,0.778464,1.21225,0.397302,0.522417,1.03027,0.8975209999999999
6.0,150.1,50,NF,8.1,889.9050369999999,24.58328975128685,IT,TRIV,2.297853,-2.448001,1.680211,2.29832,2.30398,2.3224,2.34405,1.6805599999999998,1.68498,1.6896799999999998,1.73177
6.0,164.8,50,NF,8.1,946.2077009999999,30.300291039818486,IT,VAGA,1.203368,1.62388,-0.645396,1.20348,1.2083700000000002,1.2190299999999998,1.25122,0.645516,0.648668,0.6555380000000001,0.6635220000000001
6.0,309.8,50,NF,8.1,325.321856,30.300291039818486,IT,VENL,1.6464310000000002,-2.108995,0.6762600000000001,1.6466599999999998,1.6537,1.64973,1.68853,0.6766449999999999,0.692844,0.685837,0.700815
6.0,204.3,50,NF,8.1,695.873582,30.300291039818486,IT,VITU,-0.379858,0.968481,-0.8282790000000001,0.379972,0.381737,0.384288,0.386858,0.828282,0.8516950000000001,0.838058,0.87139
6.0,393.3,50,NF,8.1,591.680649,30.300291039818486,IT,VOBA,0.499066,0.683789,0.273662,0.5001680000000001,0.527087,0.684697,0.982282,0.273778,0.366393,0.490033,0.87272
6.0,276.9,50,NF,8.1,1605.307159,30.300291039818486,IT,VULT,0.521358,0.613812,0.384665,0.5213909999999999,0.531562,0.5533,0.65322,0.38502,0.400684,0.400344,0.459507
6.0,258.8,50,NF,8.1,428.31322800000004,30.300291039818486,IT,ZCCA,-0.8462790000000001,-1.028045,-0.999262,0.846482,0.848433,0.8458399999999999,0.8480340000000001,0.999296,0.99997,1.00303,1.00155
6.0,383.0,50,NF,8.1,816.166285,30.300291039818486,IT,ZEN8,-0.294865,-0.228777,-0.214641,0.294867,0.308175,0.478791,0.615154,0.217658,0.27533,0.451369,0.660094
6.0,336.6,50,NF,8.1,948.482041,30.300291039818486,IT,ZOVE,0.5664060000000001,0.580268,0.421203,0.566441,0.568657,0.793287,0.8894139999999999,0.421208,0.430731,0.490213,0.647446
6.0,40.7,50,NF,8.1,817.7402950000001,30.300291039818486,IT,AQU,23.084264,-25.342439,12.829312,23.0904,23.9834,26.1828,34.601,12.839,12.9863,15.9678,25.668000000000006
6.0,391.4,50,NF,8.1,466.863924,30.300291039818486,IT,BLY,0.28444400000000003,0.197945,-0.187813,0.284505,0.286073,0.288219,0.293616,0.187834,0.189216,0.192954,0.189764
6.0,370.0,50,NF,8.1,513.523191,30.300291039818486,IT,CUC,-0.103674,-0.087587,0.058337,0.103691,0.103995,0.104465,0.105191,0.05834,0.058488,0.058632,0.05841100000000001
6.0,281.9,50,NF,8.1,445.19150099999996,30.300291039818486,IT,VLC,-0.403001,-0.30671,0.327167,0.40302,0.404317,0.40713,0.410091,0.327173,0.328643,0.329271,0.334058
6.0,428.4,50,NF,8.1,689.4292469999999,30.300291039818486,IT,ACOM,0.560385,-0.403445,0.23716,0.5604060000000001,0.562592,0.5701229999999999,0.586022,0.23716,0.238172,0.243287,0.324166
6.0,403.9,50,NF,8.1,470.94776500000006,30.300291039818486,IT,AGOR,0.329353,-0.265434,-0.26460700000000004,0.329381,0.332354,0.350071,0.33838,0.26467,0.26516300000000004,0.266882,0.270475
6.0,392.9,50,NF,8.1,889.9050369999999,30.300291039818486,IT,BAD,0.365075,-0.384873,-0.382605,0.365171,0.371352,0.380701,0.56923,0.383259,0.392812,0.389687,0.535553
6.0,383.7,50,NF,8.1,946.2077009999999,26.773429190944697,IT,BALD,-0.7343,-0.667788,-0.254595,0.7346060000000001,0.741128,0.831633,1.12969,0.254639,0.255018,0.501424,0.630726
6.0,402.5,50,NF,8.1,428.31322800000004,26.773429190944697,IT,BOO,-0.332494,0.513875,0.217915,0.332532,0.33787,0.399475,0.4800930000000001,0.217965,0.218622,0.279123,0.301175
6.0,371.5,50,NF,8.1,816.166285,26.773429190944697,IT,CGRP,0.667983,0.687732,0.297641,0.668471,0.678144,0.706136,0.7082649999999999,0.297656,0.29998400000000003,0.29952,0.30392
6.0,406.4,50,NF,8.1,948.482041,26.773429190944697,IT,CIMO,0.164148,-0.180303,0.165552,0.164149,0.16505699999999998,0.202511,0.251619,0.165631,0.167351,0.196161,0.286446
6.0,418.6,50,NF,8.1,705.516993,26.773429190944697,IT,CLUD,0.4301180000000001,0.281269,-0.334494,0.4301180000000001,0.430794,0.433087,0.438136,0.334494,0.335562,0.337258,0.34123400000000004
6.0,387.5,50,NF,8.1,946.2077009999999,52.47155080134341,IT,DRE,-0.6189319999999999,-0.628872,-0.316096,0.620115,0.638625,0.866074,1.24514,0.31619,0.320129,0.333231,0.414875
6.0,413.3,50,NF,8.1,439.536266,52.47155080134341,IT,FUSE,-0.328984,0.34227,-0.331956,0.32900100000000004,0.32921100000000003,0.331431,0.335514,0.331958,0.333779,0.331938,0.342187
6.0,364.5,50,NF,8.1,695.873582,52.47155080134341,IT,MARN,-0.722849,-0.599517,0.349486,0.723413,0.767284,0.954108,1.26728,0.349488,0.420332,0.60225,0.5255489999999999
6.0,386.6,50,NF,8.1,428.31322800000004,52.47155080134341,IT,MLN,0.005556,-0.004599,-0.004716,0.005598,0.006254,0.009805,0.016329,0.004728,0.005658,0.009733,0.014728
6.0,394.1,50,NF,8.1,816.166285,52.47155080134341,IT,MPRI,0.453505,-0.562575,0.35792,0.453575,0.455161,0.459115,0.479305,0.357943,0.35832,0.361986,0.363228
6.0,428.0,50,NF,8.1,948.482041,52.47155080134341,IT,PLRO,-0.009841,0.011401,0.00606,0.009853,0.010398,0.014508000000000004,0.025895,0.006077,0.007795999999999998,0.013769,0.016094999999999998
6.0,366.9,50,NF,8.1,817.7402950000001,52.47155080134341,IT,SABO,-3.250865,3.310176,1.187154,3.25108,3.27101,3.29695,3.41266,1.18719,1.19675,1.20901,1.25171
6.0,376.9,50,NF,8.1,445.19150099999996,52.47155080134341,IT,VARN,-0.890656,0.6166,0.345409,0.890735,0.894503,0.90466,0.918844,0.34541,0.345995,0.349356,0.353149
6.0,429.4,50,NF,8.1,689.4292469999999,52.47155080134341,IT,ZOU2,0.524176,0.4966100000000001,0.230429,0.524209,0.525393,0.529395,0.540362,0.23046,0.230461,0.231728,0.236504
6.0,389.5,50,NF,8.1,470.94776500000006,52.47155080134341,IT,DOSS,0.45849,-0.377324,0.221152,0.458523,0.4604140000000001,0.474952,0.8445280000000001,0.22127,0.222138,0.325329,0.322143
4.3,110.2,50,NF,7.7,889.9050369999999,52.47155080134341,IT,0CAN,-0.205055,-0.205779,0.214423,0.207031,0.261471,0.425331,0.566326,0.215771,0.235419,0.334294,0.366028
4.3,3.6,50,NF,7.7,670.0,52.47155080134341,IT,AMT,-190.39162,152.734609,-117.202425,190.593,240.402,434.274,240.329,118.229,239.584,315.293,167.63099999999997
4.3,26.0,50,NF,7.7,1106.5052560000001,52.47155080134341,IT,ANT,-1.689371,-2.669494,1.024087,1.6912200000000002,1.77335,1.93241,2.9755,1.02589,1.2273,1.64861,2.83319
4.3,25.3,50,NF,7.7,1049.264458,52.47155080134341,IT,AQF,-10.311672,5.834959,4.493698,10.3202,11.0495,11.0344,12.9966,4.51344,5.1024400000000005,6.19759,7.99392
4.3,25.7,50,NF,7.7,696.0,25.985531250233628,IT,AQG,-4.139275,4.800003,1.742314,4.16469,4.62333,5.99255,9.28648,1.75342,2.0197,3.79473,5.81991
4.3,30.2,50,NF,7.7,705.0,25.985531250233628,IT,AQK,2.659476,-3.472958,-2.883454,2.66761,2.74424,4.0144199999999985,6.4328,2.9017,3.5805300000000004,4.3718,5.70646
4.3,25.4,50,NF,7.7,474.0,25.985531250233628,IT,AQV,-6.543122,5.364999,-2.015502,6.56157,7.23136,13.5753,12.0513,2.0255,2.4022900000000003,4.4462199999999985,4.922
4.3,41.0,50,NF,7.7,889.9050369999999,25.985531250233628,IT,ASP,4.778487,-4.566643,1.7996990000000002,4.7916300000000005,5.79499,11.9124,15.7167,1.80003,4.59595,6.74494,6.9991
4.3,177.2,50,NF,7.7,829.0,28.00029455380171,IT,BGR,-0.060743,-0.046799,-0.035789,0.06074400000000001,0.06134,0.06321399999999999,0.065325,0.035858,0.037611,0.037835,0.042783
4.3,40.1,50,NF,7.7,444.0,28.00029455380171,IT,BRS,3.961436,4.594421,-3.591101,3.96267,4.42306,7.61763,11.8478,3.60068,4.36276,8.77636,16.3434
4.3,120.4,50,NF,7.7,316.0,28.00029455380171,IT,CCT,0.416834,-0.346537,0.211746,0.4175430000000001,0.424206,0.4425850000000001,0.454578,0.211783,0.21479,0.217182,0.266054
4.3,60.7,50,NF,7.7,948.482041,28.00029455380171,IT,CLN,0.294821,-0.310248,0.21150500000000005,0.295213,0.336393,0.493334,0.6664479999999999,0.211805,0.221812,0.410425,0.435022
4.3,53.9,50,NF,7.7,732.0,28.00029455380171,IT,CPS,1.134881,-0.728126,-0.641929,1.13984,1.2489,1.4649299999999998,2.2528900000000003,0.648365,0.960327,1.64015,2.35695
4.3,190.2,50,NF,7.7,541.0,29.597443487215674,IT,CSN,-0.125152,0.129761,0.051756,0.12533,0.131865,0.141757,0.149393,0.05184,0.06325399999999999,0.129262,0.08759600000000001
4.3,57.7,50,NF,7.7,428.31322800000004,29.597443487215674,IT,CSO1,0.425443,-0.439115,-0.298339,0.4254439999999999,0.429312,0.462775,0.530692,0.298757,0.306177,0.341687,0.414417
4.3,131.9,50,NF,7.7,648.0,29.597443487215674,IT,CSS,-0.07085,0.08983,-0.032333999999999995,0.07093200000000001,0.074943,0.07348099999999999,0.075686,0.032342,0.034243,0.03587,0.046697
